kernel,waitcnt_line,original_matches_expected,mutant_matches_original,mutant_matches_expected,notes
loop_accum_add_32,85,yes,no,no,v5 lane00 orig=dead0020 mut=1e2d0020 (28 lanes differ)
loop_accum_add_32,87,yes,no,no,v5 lane00 orig=dead0020 mut=dead0021 (32 lanes differ)
loop_accum_add_32,90,yes,yes,yes,
loop_accum_add_32,92,yes,yes,yes,
loop_accum_add_32,95,yes,no,no,v5 lane00 orig=dead0020 mut=34cd22a2 (32 lanes differ)
loop_accum_add_32,97,yes,yes,yes,
loop_accum_add_64,15,yes,no,no,v5 lane00 orig=dead0020 mut=57000000 (32 lanes differ)
loop_accum_add_64,96,yes,yes,yes,
loop_accum_add_64,98,yes,yes,yes,
loop_accum_add_64,101,yes,yes,yes,
loop_accum_add_64,103,yes,yes,yes,
loop_accum_add_64,106,yes,yes,yes,
loop_accum_add_64,108,yes,yes,yes,
loop_accum_add_64,111,yes,yes,yes,
loop_accum_add_64,113,yes,yes,yes,
loop_accum_add_64,116,yes,yes,yes,
loop_accum_add_64,118,yes,yes,yes,
loop_accum_add_64,121,yes,yes,yes,
loop_accum_add_64,123,yes,yes,yes,
loop_accum_add_64,126,yes,yes,yes,
loop_accum_add_64,128,yes,yes,yes,
loop_accum_add_64,131,yes,yes,yes,
loop_accum_add_64,133,yes,yes,yes,
loop_accum_add_64,136,yes,yes,yes,
loop_accum_add_64,138,yes,yes,yes,
loop_accum_add_64,141,yes,yes,yes,
loop_accum_add_64,143,yes,yes,yes,
loop_accum_add_64,146,yes,yes,yes,
loop_accum_add_64,148,yes,yes,yes,
loop_accum_add_64,151,yes,yes,yes,
loop_accum_add_64,153,yes,yes,yes,
loop_accum_add_64,156,yes,yes,yes,
loop_accum_add_64,158,yes,yes,yes,
loop_accum_add_64,161,yes,yes,yes,
loop_accum_add_64,163,yes,yes,yes,
loop_accum_add_64,166,yes,yes,yes,
loop_accum_add_64,168,yes,yes,yes,
loop_accum_add_64,171,yes,yes,yes,
loop_accum_add_64,173,yes,yes,yes,
loop_accum_add_8,15,yes,no,no,v5 lane00 orig=dead0020 mut=70a00000 (32 lanes differ)
loop_accum_add_8,36,yes,no,no,v5 lane00 orig=dead0020 mut=00000000 (32 lanes differ)
loop_accum_add_8,38,yes,no,no,v5 lane00 orig=dead0020 mut=dcad0020 (32 lanes differ)
loop_accum_add_8,41,yes,no,no,v5 lane00 orig=dead0020 mut=1dc99cbd (32 lanes differ)
loop_accum_add_8,43,yes,yes,yes,
loop_accum_xor_128,15,yes,no,no,v5 lane00 orig=dead0020 mut=6da00000 (32 lanes differ)
loop_accum_xor_128,122,yes,yes,yes,
loop_accum_xor_128,169,yes,yes,yes,
loop_accum_xor_128,212,yes,yes,yes,
loop_accum_xor_128,228,yes,yes,yes,
loop_accum_xor_128,231,yes,yes,yes,
loop_accum_xor_128,233,yes,yes,yes,
loop_accum_xor_128,236,yes,yes,yes,
loop_accum_xor_128,238,yes,yes,yes,
loop_accum_xor_128,241,yes,yes,yes,
loop_accum_xor_128,243,yes,yes,yes,
loop_accum_xor_128,246,yes,yes,yes,
loop_accum_xor_128,248,yes,yes,yes,
loop_accum_xor_128,251,yes,yes,yes,
loop_accum_xor_128,253,yes,yes,yes,
loop_accum_xor_128,256,yes,yes,yes,
loop_accum_xor_128,258,yes,yes,yes,
loop_accum_xor_128,261,yes,yes,yes,
loop_accum_xor_128,263,yes,yes,yes,
loop_accum_xor_128,266,yes,yes,yes,
loop_accum_xor_128,268,yes,yes,yes,
loop_accum_xor_128,271,yes,yes,yes,
loop_accum_xor_128,273,yes,yes,yes,
loop_accum_xor_128,276,yes,yes,yes,
loop_accum_xor_128,278,yes,yes,yes,
loop_accum_xor_128,281,yes,yes,yes,
loop_accum_xor_128,283,yes,yes,yes,
loop_accum_xor_128,286,yes,yes,yes,
loop_accum_xor_128,288,yes,yes,yes,
loop_accum_xor_128,291,yes,yes,yes,
loop_accum_xor_128,293,yes,yes,yes,
loop_accum_xor_128,296,yes,yes,yes,
loop_accum_xor_128,298,yes,yes,yes,
loop_accum_xor_128,301,yes,yes,yes,
loop_accum_xor_128,303,yes,yes,yes,
loop_accum_xor_16,15,yes,no,no,v5 lane00 orig=dead0020 mut=95800000 (32 lanes differ)
loop_accum_xor_16,44,yes,no,no,v5 lane00 orig=dead0020 mut=00000000 (32 lanes differ)
loop_accum_xor_16,46,yes,no,no,v5 lane00 orig=dead0020 mut=5ead0020 (32 lanes differ)
loop_accum_xor_16,49,yes,no,no,v5 lane00 orig=dead0020 mut=00000000 (32 lanes differ)
loop_accum_xor_16,51,yes,yes,yes,
loop_accum_xor_16,54,yes,yes,yes,
loop_accum_xor_16,56,yes,yes,yes,
loop_accum_xor_16,59,yes,yes,yes,
loop_accum_xor_16,61,yes,yes,yes,
loop_accum_xor_32,15,yes,no,no,v5 lane00 orig=dead0020 mut=59800000 (32 lanes differ)
loop_accum_xor_32,60,yes,no,no,v5 lane00 orig=dead0020 mut=00000000 (32 lanes differ)
loop_accum_xor_32,62,yes,yes,yes,
loop_accum_xor_32,65,yes,yes,yes,
loop_accum_xor_32,67,yes,yes,yes,
loop_accum_xor_32,70,yes,yes,yes,
loop_accum_xor_32,72,yes,yes,yes,
loop_accum_xor_32,75,yes,yes,yes,
loop_accum_xor_32,77,yes,yes,yes,
loop_accum_xor_32,80,yes,yes,yes,
loop_accum_xor_32,82,yes,yes,yes,
loop_accum_xor_32,85,yes,no,no,v5 lane00 orig=dead0020 mut=dead0060 (32 lanes differ)
loop_accum_xor_32,87,yes,yes,yes,
loop_accum_xor_32,90,yes,yes,yes,
loop_accum_xor_32,92,yes,yes,yes,
loop_accum_xor_32,95,yes,yes,yes,
loop_accum_xor_32,97,yes,yes,yes,
loop_accum_xor_64,15,yes,no,no,v5 lane00 orig=dead0020 mut=c7c00000 (32 lanes differ)
loop_accum_xor_64,96,yes,yes,yes,
loop_accum_xor_64,98,yes,yes,yes,
loop_accum_xor_64,101,yes,yes,yes,
loop_accum_xor_64,103,yes,yes,yes,
loop_accum_xor_64,106,yes,yes,yes,
loop_accum_xor_64,108,yes,yes,yes,
loop_accum_xor_64,111,yes,yes,yes,
loop_accum_xor_64,113,yes,yes,yes,
loop_accum_xor_64,116,yes,yes,yes,
loop_accum_xor_64,118,yes,yes,yes,
loop_accum_xor_64,121,yes,yes,yes,
loop_accum_xor_64,123,yes,yes,yes,
loop_accum_xor_64,126,yes,yes,yes,
loop_accum_xor_64,128,yes,yes,yes,
loop_accum_xor_64,131,yes,yes,yes,
loop_accum_xor_64,133,yes,yes,yes,
loop_accum_xor_64,136,yes,yes,yes,
loop_accum_xor_64,138,yes,yes,yes,
loop_accum_xor_64,141,yes,yes,yes,
loop_accum_xor_64,143,yes,yes,yes,
loop_accum_xor_64,146,yes,yes,yes,
loop_accum_xor_64,148,yes,yes,yes,
loop_accum_xor_64,151,yes,yes,yes,
loop_accum_xor_64,153,yes,yes,yes,
loop_accum_xor_64,156,yes,yes,yes,
loop_accum_xor_64,158,yes,yes,yes,
loop_accum_xor_64,161,yes,yes,yes,
loop_accum_xor_64,163,yes,yes,yes,
loop_accum_xor_64,166,yes,yes,yes,
loop_accum_xor_64,168,yes,yes,yes,
loop_accum_xor_64,171,yes,yes,yes,
loop_accum_xor_64,173,yes,yes,yes,
loop_accum_xor_8,15,yes,no,no,v5 lane00 orig=dead0020 mut=1d600000 (32 lanes differ)
loop_accum_xor_8,36,yes,no,no,v5 lane00 orig=dead0020 mut=00000000 (32 lanes differ)
loop_accum_xor_8,38,yes,no,no,v5 lane00 orig=dead0020 mut=dea50121 (32 lanes differ)
loop_accum_xor_8,41,yes,no,no,v5 lane00 orig=dead0020 mut=fead0020 (30 lanes differ)
loop_accum_xor_8,43,yes,yes,yes,
mixed_add_c0x2A_add_c1,15,yes,no,no,v5 lane00 orig=dead004b mut=4220002b (32 lanes differ)
mixed_add_c0x2A_add_c1,28,yes,no,no,v5 lane00 orig=dead004b mut=09e0102b (32 lanes differ)
mixed_add_c0x2A_xor_c0x2A,15,yes,no,no,v5 lane00 orig=dead0060 mut=a8400000 (32 lanes differ)
mixed_add_c0x2A_xor_c0x2A,28,yes,no,no,v5 lane00 orig=dead0060 mut=d5e01000 (32 lanes differ)
mixed_add_c0x2A_xor_c1,15,yes,no,no,v5 lane00 orig=dead004b mut=c9a0002b (32 lanes differ)
mixed_add_c0x2A_xor_c1,28,yes,no,no,v5 lane00 orig=dead004b mut=2180102b (32 lanes differ)
mixed_add_c1_add_c0x2A,15,yes,no,no,v5 lane00 orig=dead004b mut=95a0002b (32 lanes differ)
mixed_add_c1_add_c0x2A,28,yes,no,no,v5 lane00 orig=dead004b mut=3aa0102b (32 lanes differ)
mixed_add_c1_add_c1,15,yes,no,no,v5 lane00 orig=dead0022 mut=9d600002 (32 lanes differ)
mixed_add_c1_add_c1,28,yes,no,no,v5 lane00 orig=dead0022 mut=c0401002 (32 lanes differ)
mixed_add_c1_xor_c0x2A,15,yes,no,no,v5 lane00 orig=dead000b mut=39c0002b (32 lanes differ)
mixed_add_c1_xor_c0x2A,28,yes,no,no,v5 lane00 orig=dead000b mut=4ea0102b (32 lanes differ)
mixed_add_c1_xor_c1,15,yes,no,no,v5 lane00 orig=dead0020 mut=96a00000 (32 lanes differ)
mixed_add_c1_xor_c1,28,yes,no,no,v5 lane00 orig=dead0020 mut=06c01000 (32 lanes differ)
mixed_xor_c0x2A_add_c0x2A,15,yes,no,no,v5 lane00 orig=dead0034 mut=e1a00054 (32 lanes differ)
mixed_xor_c0x2A_add_c0x2A,28,yes,no,no,v5 lane00 orig=dead0034 mut=dd601054 (32 lanes differ)
mixed_xor_c0x2A_add_c1,15,yes,no,no,v5 lane00 orig=dead000b mut=1b60002b (32 lanes differ)
mixed_xor_c0x2A_add_c1,28,yes,no,no,v5 lane00 orig=dead000b mut=1e00102b (32 lanes differ)
mixed_xor_c0x2A_xor_c0x2A,15,yes,no,no,v5 lane00 orig=dead0020 mut=74a00000 (32 lanes differ)
mixed_xor_c0x2A_xor_c0x2A,28,yes,no,no,v5 lane00 orig=dead0020 mut=16401000 (32 lanes differ)
mixed_xor_c0x2A_xor_c1,15,yes,no,no,v5 lane00 orig=dead000b mut=0a20002b (32 lanes differ)
mixed_xor_c0x2A_xor_c1,28,yes,no,no,v5 lane00 orig=dead000b mut=4520102b (32 lanes differ)
mixed_xor_c1_add_c0x2A,15,yes,no,no,v5 lane00 orig=dead004b mut=5f00002b (32 lanes differ)
mixed_xor_c1_add_c0x2A,28,yes,no,no,v5 lane00 orig=dead004b mut=ade0102b (32 lanes differ)
mixed_xor_c1_add_c1,15,yes,no,no,v5 lane00 orig=dead0022 mut=aa600002 (32 lanes differ)
mixed_xor_c1_add_c1,28,yes,no,no,v5 lane00 orig=dead0022 mut=74801002 (32 lanes differ)
mixed_xor_c1_xor_c0x2A,15,yes,no,no,v5 lane00 orig=dead000b mut=6540002b (32 lanes differ)
mixed_xor_c1_xor_c0x2A,28,yes,no,no,v5 lane00 orig=dead000b mut=fc20102b (32 lanes differ)
mixed_xor_c1_xor_c1,15,yes,no,no,v5 lane00 orig=dead0020 mut=55c00000 (32 lanes differ)
mixed_xor_c1_xor_c1,28,yes,no,no,v5 lane00 orig=dead0020 mut=16201000 (32 lanes differ)
regs_pressure_32,15,yes,no,no,v5 lane00 orig=00000060 mut=00000020 (32 lanes differ)
regs_pressure_32,60,yes,no,no,v5 lane00 orig=00000060 mut=8917df2b (32 lanes differ)
regs_pressure_32,62,yes,yes,yes,
regs_pressure_32,64,yes,no,no,v5 lane00 orig=00000060 mut=76feb391 (32 lanes differ)
regs_pressure_32,66,yes,yes,yes,
regs_pressure_32,68,yes,yes,yes,
regs_pressure_32,74,yes,yes,yes,
regs_pressure_32,76,yes,yes,yes,
regs_pressure_32,79,yes,yes,yes,
regs_pressure_32,81,yes,yes,yes,
regs_pressure_32,84,yes,yes,yes,
regs_pressure_32,86,yes,yes,yes,
regs_pressure_32,89,yes,yes,yes,
regs_pressure_32,91,yes,yes,yes,
regs_pressure_32,94,yes,yes,yes,
regs_pressure_32,96,yes,yes,yes,
regs_pressure_32,99,yes,yes,yes,
regs_pressure_32,101,yes,yes,yes,
regs_pressure_32,104,yes,yes,yes,
regs_pressure_32,106,yes,yes,yes,
regs_pressure_32,109,yes,yes,yes,
regs_pressure_32,111,yes,no,no,v5 lane00 orig=00000060 mut=3f800060 (32 lanes differ)
regs_pressure_32,114,yes,yes,yes,
regs_pressure_32,116,yes,yes,yes,
regs_pressure_32,119,yes,no,no,v5 lane00 orig=00000060 mut=384d6a86 (32 lanes differ)
regs_pressure_32,121,yes,yes,yes,
regs_pressure_32,124,yes,yes,yes,
regs_pressure_32,126,yes,yes,yes,
regs_pressure_32,129,yes,yes,yes,
regs_pressure_32,131,yes,yes,yes,
regs_pressure_32,134,yes,yes,yes,
regs_pressure_32,136,yes,yes,yes,
regs_pressure_64,15,yes,no,no,v5 lane01 orig=00000040 mut=000001c0 (2 lanes differ)
regs_pressure_64,96,yes,yes,yes,
regs_pressure_64,99,yes,yes,yes,
regs_pressure_64,101,yes,yes,yes,
regs_pressure_64,103,yes,yes,yes,
regs_pressure_64,109,yes,yes,yes,
regs_pressure_64,111,yes,yes,yes,
regs_pressure_64,114,yes,yes,yes,
regs_pressure_64,116,yes,yes,yes,
regs_pressure_64,119,yes,yes,yes,
regs_pressure_64,121,yes,yes,yes,
regs_pressure_64,124,yes,yes,yes,
regs_pressure_64,126,yes,yes,yes,
regs_pressure_64,129,yes,yes,yes,
regs_pressure_64,131,yes,yes,yes,
regs_pressure_64,134,yes,yes,yes,
regs_pressure_64,136,yes,yes,yes,
regs_pressure_64,139,yes,yes,yes,
regs_pressure_64,141,yes,yes,yes,
regs_pressure_64,144,yes,yes,yes,
regs_pressure_64,146,yes,yes,yes,
regs_pressure_64,149,yes,yes,yes,
regs_pressure_64,151,yes,yes,yes,
regs_pressure_64,154,yes,yes,yes,
regs_pressure_64,156,yes,yes,yes,
regs_pressure_64,159,yes,yes,yes,
regs_pressure_64,161,yes,yes,yes,
regs_pressure_64,164,yes,yes,yes,
regs_pressure_64,166,yes,yes,yes,
regs_pressure_64,169,yes,yes,yes,
regs_pressure_64,171,yes,yes,yes,
regs_pressure_64,174,yes,yes,yes,
regs_pressure_64,176,yes,yes,yes,
regs_pressure_64,179,yes,yes,yes,
regs_pressure_64,181,yes,yes,yes,
regs_pressure_64,184,yes,yes,yes,
regs_pressure_64,186,yes,yes,yes,
regs_pressure_64,189,yes,yes,yes,
regs_pressure_64,191,yes,yes,yes,
regs_pressure_64,194,yes,yes,yes,
regs_pressure_64,196,yes,yes,yes,
regs_pressure_64,199,yes,yes,yes,
regs_pressure_64,201,yes,yes,yes,
regs_pressure_64,204,yes,yes,yes,
regs_pressure_64,206,yes,yes,yes,
regs_pressure_64,209,yes,yes,yes,
regs_pressure_64,211,yes,yes,yes,
regs_pressure_64,214,yes,yes,yes,
regs_pressure_64,216,yes,yes,yes,
regs_pressure_64,219,yes,yes,yes,
regs_pressure_64,221,yes,yes,yes,
regs_pressure_64,224,yes,yes,yes,
regs_pressure_64,226,yes,yes,yes,
regs_pressure_64,229,yes,yes,yes,
regs_pressure_64,231,yes,yes,yes,
regs_pressure_64,234,yes,yes,yes,
regs_pressure_64,236,yes,yes,yes,
regs_pressure_64,239,yes,yes,yes,
regs_pressure_64,241,yes,yes,yes,
regs_pressure_64,244,yes,yes,yes,
regs_pressure_64,246,yes,yes,yes,
regs_pressure_64,249,yes,yes,yes,
regs_pressure_64,251,yes,yes,yes,
rmw_add_c0x2A,15,yes,no,no,v5 lane00 orig=dead002a mut=00030b2c (32 lanes differ)
rmw_add_c0x2A,26,yes,no,no,v5 lane00 orig=dead002a mut=0000002a (32 lanes differ)
rmw_add_c1,15,yes,no,no,v5 lane00 orig=dead0001 mut=00030b03 (32 lanes differ)
rmw_add_c1,26,yes,no,no,v5 lane00 orig=dead0001 mut=00000001 (32 lanes differ)
rmw_add_c7,15,yes,no,no,v5 lane00 orig=dead0007 mut=00030b09 (32 lanes differ)
rmw_add_c7,26,yes,no,no,v5 lane00 orig=dead0007 mut=00000007 (32 lanes differ)
rmw_and_c0x2A,15,yes,no,no,v5 lane00 orig=00000000 mut=00000002 (27 lanes differ)
rmw_and_c0x2A,26,yes,no,no,v5 lane02 orig=00000002 mut=00000000 (24 lanes differ)
rmw_and_c1,15,yes,no,no,v5 lane01 orig=00000001 mut=00000000 (18 lanes differ)
rmw_and_c1,26,yes,no,no,v5 lane01 orig=00000001 mut=00000000 (16 lanes differ)
rmw_and_c7,15,yes,no,no,v5 lane00 orig=00000000 mut=00000002 (29 lanes differ)
rmw_and_c7,26,yes,no,no,v5 lane01 orig=00000001 mut=00000000 (28 lanes differ)
rmw_idx_add_c0x2A_i0,15,yes,no,no,v5 lane00 orig=dead002a mut=c940002a (32 lanes differ)
rmw_idx_add_c0x2A_i0,17,yes,no,no,v5 lane00 orig=dead002a mut=0000004a (32 lanes differ)
rmw_idx_add_c0x2A_i1,15,yes,no,no,v5 lane00 orig=dead002b mut=0000720f (32 lanes differ)
rmw_idx_add_c0x2A_i1,17,yes,no,no,v5 lane00 orig=dead002b mut=0000002c (32 lanes differ)
rmw_idx_add_c0x2A_i8,15,yes,no,no,v5 lane00 orig=dead0032 mut=0000002a (32 lanes differ)
rmw_idx_add_c0x2A_i8,17,yes,no,no,v5 lane00 orig=dead0032 mut=39fd002a (32 lanes differ)
rmw_idx_add_c1_i0,15,yes,no,no,v5 lane00 orig=dead0001 mut=7c600001 (32 lanes differ)
rmw_idx_add_c1_i0,17,yes,no,no,v5 lane00 orig=dead0001 mut=00000003 (32 lanes differ)
rmw_idx_add_c1_i1,15,yes,no,no,v5 lane00 orig=dead0002 mut=0000724d (32 lanes differ)
rmw_idx_add_c1_i1,17,yes,no,no,v5 lane00 orig=dead0002 mut=39e90042 (32 lanes differ)
rmw_idx_add_c1_i8,15,yes,no,no,v5 lane00 orig=dead0009 mut=00000001 (32 lanes differ)
rmw_idx_add_c1_i8,17,yes,no,no,v5 lane00 orig=dead0009 mut=00000201 (32 lanes differ)
rmw_idx_xor_c0x2A_i0,15,yes,no,no,v5 lane00 orig=dead002a mut=7580002a (32 lanes differ)
rmw_idx_xor_c0x2A_i0,17,yes,no,no,v5 lane01 orig=dead002a mut=de8d002a (13 lanes differ)
rmw_idx_xor_c0x2A_i1,15,yes,no,no,v5 lane00 orig=dead002b mut=000075e9 (32 lanes differ)
rmw_idx_xor_c0x2A_i1,17,yes,no,no,v5 lane00 orig=dead002b mut=39f3002a (32 lanes differ)
rmw_idx_xor_c0x2A_i8,15,yes,no,no,v5 lane00 orig=dead0022 mut=0000002a (32 lanes differ)
rmw_idx_xor_c0x2A_i8,17,yes,no,no,v5 lane00 orig=dead0022 mut=3a4d886f (32 lanes differ)
rmw_idx_xor_c1_i0,15,yes,no,no,v5 lane00 orig=dead0001 mut=e9600001 (32 lanes differ)
rmw_idx_xor_c1_i0,17,yes,no,no,v5 lane00 orig=dead0001 mut=1f277460 (32 lanes differ)
rmw_idx_xor_c1_i1,15,yes,no,no,v5 lane00 orig=dead0000 mut=00007955 (32 lanes differ)
rmw_idx_xor_c1_i1,17,yes,no,no,v5 lane00 orig=dead0000 mut=dead0009 (32 lanes differ)
rmw_idx_xor_c1_i8,15,yes,no,no,v5 lane00 orig=dead0009 mut=00000001 (32 lanes differ)
rmw_idx_xor_c1_i8,17,yes,no,no,v5 lane00 orig=dead0009 mut=dead0000 (32 lanes differ)
rmw_mul_c0x2A,15,yes,no,no,v5 lane00 orig=88620000 mut=007fce54 (32 lanes differ)
rmw_mul_c0x2A,26,yes,no,no,v5 lane00 orig=88620000 mut=00000000 (32 lanes differ)
rmw_mul_c0xDEAD,15,yes,no,no,v5 lane00 orig=80e90000 mut=a59a2c5a (32 lanes differ)
rmw_mul_c0xDEAD,26,yes,no,no,v5 lane00 orig=80e90000 mut=00000000 (32 lanes differ)
rmw_mul_c1,15,yes,no,no,v5 lane00 orig=dead0000 mut=00030b02 (32 lanes differ)
rmw_mul_c1,26,yes,no,no,v5 lane00 orig=dead0000 mut=8e000000 (32 lanes differ)
rmw_mul_c7,15,yes,no,no,v5 lane00 orig=16bb0000 mut=00154d0e (32 lanes differ)
rmw_mul_c7,26,yes,no,no,v5 lane00 orig=16bb0000 mut=00000000 (32 lanes differ)
rmw_or_c0x2A,15,yes,no,no,v5 lane00 orig=dead002a mut=00030b2a (32 lanes differ)
rmw_or_c0x2A,26,yes,no,no,v5 lane00 orig=dead002a mut=0000002a (32 lanes differ)
rmw_or_c1,15,yes,no,no,v5 lane00 orig=dead0001 mut=00030b03 (32 lanes differ)
rmw_or_c1,26,yes,no,no,v5 lane00 orig=dead0001 mut=00000001 (32 lanes differ)
rmw_or_c7,15,yes,no,no,v5 lane00 orig=dead0007 mut=00030b07 (32 lanes differ)
rmw_or_c7,26,yes,no,no,v5 lane00 orig=dead0007 mut=00000007 (32 lanes differ)
rmw_sub_c1,15,yes,no,no,v5 lane00 orig=deacffff mut=dead0000 (32 lanes differ)
rmw_sub_c1,26,yes,no,no,v5 lane00 orig=deacffff mut=ffffffff (32 lanes differ)
rmw_sub_c7,15,yes,no,no,v5 lane00 orig=deacfff9 mut=00030afb (32 lanes differ)
rmw_sub_c7,26,yes,no,no,v5 lane00 orig=deacfff9 mut=fffffff9 (32 lanes differ)
rmw_xor_c0x2A,15,yes,no,no,v5 lane00 orig=dead002a mut=dead0000 (32 lanes differ)
rmw_xor_c0x2A,26,yes,no,no,v5 lane00 orig=dead002a mut=0000002a (32 lanes differ)
rmw_xor_c1,15,yes,no,no,v5 lane00 orig=dead0001 mut=00030b03 (32 lanes differ)
rmw_xor_c1,26,yes,no,no,v5 lane00 orig=dead0001 mut=00000001 (32 lanes differ)
rmw_xor_c7,15,yes,no,no,v5 lane00 orig=dead0007 mut=00030b05 (32 lanes differ)
rmw_xor_c7,26,yes,no,no,v5 lane00 orig=dead0007 mut=00000007 (32 lanes differ)
store_chain_16,17,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
store_chain_16,52,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
store_chain_32,20,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
store_chain_32,105,yes,yes,yes,
store_chain_4,15,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
store_chain_4,33,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
store_chain_64,16,yes,skip,skip,launcher rc=124 launcher timeout after 30s: 
store_chain_64,32,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
store_chain_64,71,yes,skip,skip,launcher rc=124 launcher timeout after 30s: 
store_chain_64,99,yes,yes,yes,
store_chain_8,15,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
store_chain_8,36,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
store_then_load,15,yes,no,no,v5 lane00 orig=0000002a mut=dead0000 (32 lanes differ)
storeload_c0x2A_c1,15,yes,no,no,v5 lane00 orig=0000002b mut=dead0000 (32 lanes differ)
storeload_c0x2A_c7,15,yes,no,no,v5 lane00 orig=00000031 mut=dead0000 (32 lanes differ)
storeload_c0xDEAD_c1,15,yes,no,no,v5 lane00 orig=0000deae mut=dead0000 (32 lanes differ)
storeload_c0xDEAD_c7,15,yes,no,no,v5 lane00 orig=0000deb4 mut=dead0000 (32 lanes differ)
storeload_c1_c1,15,yes,no,no,v5 lane00 orig=00000002 mut=dead0000 (32 lanes differ)
storeload_c1_c7,15,yes,no,no,v5 lane00 orig=00000008 mut=dead0000 (32 lanes differ)
two_buf_add,15,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
two_buf_add,26,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
two_buf_add,33,yes,no,no,v5 lane00 orig=bd5a0060 mut=f56085db (32 lanes differ)
two_buf_and,15,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
two_buf_and,26,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
two_buf_and,33,yes,no,no,v5 lane00 orig=dead0000 mut=00001000 (32 lanes differ)
two_buf_mul,15,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
two_buf_mul,26,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
two_buf_mul,33,yes,no,no,v5 lane00 orig=80e00800 mut=17815000 (32 lanes differ)
two_buf_or,15,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
two_buf_or,26,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
two_buf_or,33,yes,no,no,v5 lane00 orig=dead0060 mut=2ce07f7a (32 lanes differ)
two_buf_sub,15,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
two_buf_sub,26,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
two_buf_sub,33,yes,no,no,v5 lane00 orig=ffffffe0 mut=661f917e (32 lanes differ)
two_buf_xor,15,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
two_buf_xor,26,yes,skip,skip,"launcher rc=2 HIP err 110: an illegal memory access was encountered
"
two_buf_xor,33,yes,no,no,v5 lane00 orig=00000060 mut=21406222 (32 lanes differ)
